,person_id,entity_id,number
0,10001,1045,6
1,10002,1045,7
2,10003,1045,15
3,10004,1045,8
4,10005,1045,1
5,10006,1045,69
6,10007,1045,30
7,10008,1045,29
8,10009,1045,16
9,10010,1045,36
10,10011,1045,16
11,10012,1045,5
12,10013,1045,22
13,10014,1045,45
14,10015,1045,12
15,10016,1045,34
16,10017,1045,24
17,10018,1045,4
18,10019,1045,3
19,10020,1045,60
20,10021,1045,33
21,10022,1045,3
22,10023,1045,1
23,10024,1045,27
24,10025,1045,11
25,10026,1045,74
26,10027,1045,4
27,10028,1045,3
28,10029,1045,19
29,10030,1045,6
30,10031,1045,5
31,10032,1045,34
32,10033,1045,3
33,10034,1045,44
34,10035,1045,34
35,10036,1045,35
36,10037,1045,4
37,10038,1045,36
38,10039,1045,3
39,10040,1045,33
40,10041,1045,7
41,10042,1045,6
42,10043,1200,6
43,10044,1029,3
44,10045,1067,2
45,10046,1067,10
46,10047,1067,3
47,10048,1067,14
48,10049,1067,2
49,10050,1067,6
50,10051,1067,2
51,10052,1067,2
52,10053,1091,12
53,10054,1200,1
54,10055,1200,1
55,10056,1200,1
56,10057,1200,1
57,10058,1200,1
58,10059,1200,1
59,10060,1200,1
60,10061,1200,1
61,10062,1200,1
62,10063,1200,1
63,10064,1200,1
64,10065,1200,1
65,10066,1200,1
66,10067,1200,1
67,10068,1200,1
68,10069,1200,1
69,10070,1200,1
70,10071,1200,1
71,10072,1200,1
72,10073,1200,1
73,10074,1200,1
74,10075,1200,1
75,10076,1200,1
76,10077,1200,1
77,10078,1200,1
78,10079,1200,1
79,10080,1200,1
80,10081,1200,1
81,10082,1200,1
82,10083,1200,1
83,10084,1104,6
84,10085,1999,1
85,10086,1999,2
86,10087,1999,1
87,10088,1999,1
88,10089,1999,1
89,10090,1999,1
90,10091,1999,1
91,10092,1999,1
92,10093,1999,1
93,10094,1999,1
94,10095,1999,1
95,10096,1999,1
96,10097,1999,2
97,10098,1999,1
98,10099,1999,2
99,10100,1999,1
100,10101,1999,1
101,10102,1999,1
102,10103,1999,1
103,10104,1999,1
104,10105,1999,1
105,10106,1999,1
106,10107,1999,1
107,10108,1999,4
108,10109,1999,1
109,10110,1999,1
110,10111,1999,1
111,10112,1999,1
112,10113,1999,1
113,10114,1999,1
114,10115,1999,1
115,10116,1999,1
116,10117,1999,1
117,10118,1999,1
118,10119,1999,1
119,10120,1999,1
120,10121,1999,1
121,10122,1999,1
122,10123,1999,1
123,10124,1999,1
124,10125,1999,1
125,10126,1999,3
126,10127,1999,1
127,10128,1999,1
128,10129,1999,1
129,10130,1999,1
130,10131,1999,1
131,10132,1999,1
132,10133,1999,2
133,10134,1999,1
134,10135,1999,1
135,10136,1999,1
136,10137,1999,1
137,10138,1999,1
138,10139,1999,1
139,10140,1999,1
140,10141,1999,1
141,10142,1999,2
142,10143,1999,1
143,10144,1999,1
144,10145,1999,1
145,10146,1999,1
146,10147,1999,1
147,10148,1999,1
148,10149,1999,1
149,10150,1999,2
150,10151,1999,1
151,10152,1999,1
152,10153,1999,5
153,10154,1999,1
154,10155,1999,1
155,10156,1999,1
156,10157,1999,1
157,10158,1999,2
158,10159,1999,1
159,10160,1999,1
160,10161,1999,1
161,10162,1999,1
162,10163,1999,1
163,10164,1999,1
164,10165,1999,1
165,10166,1999,9
166,10167,1999,1
167,10168,1999,1
168,10169,1999,1
169,10170,1999,1
170,10171,1999,2
171,10172,1011,12
172,10173,1011,7
173,10174,1011,7
174,10175,1051,7
175,10176,1022,1
176,10177,1022,1
177,10178,1019,1
178,10179,1019,1
179,10180,1045,6
180,10181,1003,1
181,10182,1003,19
182,10183,1003,2
183,10184,1021,5
184,10185,1021,2
185,10186,1021,1
186,10187,1021,1
187,10188,1005,1
188,10189,1005,14
189,10190,1200,1
190,10191,1091,13
191,10192,1127,14
192,10193,1206,1
193,10194,1029,8
194,10195,1174,3
195,10196,1999,1
196,10197,1999,4
197,10198,1998,1
198,10199,1998,1
199,10200,1998,1
200,10201,1998,8
201,10202,1998,1
202,10203,1998,1
203,10204,1013,1
204,10205,1013,1
205,10206,1165,2
206,10207,1214,12
207,10208,1175,17
208,10209,1175,15
209,10210,1175,33
210,10211,1185,14
211,10212,1095,9
212,10213,1109,2
213,10214,1111,2
214,10215,1111,2
215,10216,1111,1
216,10217,1111,1
217,10218,1111,1
218,10219,1111,1
219,10220,1111,1
220,10221,1111,1
221,10222,1111,19
222,10223,1111,1
223,10224,1111,1
224,10225,1111,1
225,10226,1111,1
226,10227,1111,1
227,10228,1111,1
228,10229,1111,1
229,10230,1111,1
230,10231,1111,1
231,10232,1111,1
232,10233,1111,1
233,10234,1111,1
234,10235,1111,1
235,10236,1067,30
236,10236,1111,2
237,10237,1111,1
238,10238,1111,1
239,10239,1111,1
240,10240,1111,1
241,10241,1111,1
242,10242,1111,3
243,10243,1111,2
244,10244,1111,1
245,10245,1111,1
246,10246,1111,1
247,10247,1111,1
248,10248,1111,1
249,10249,1111,1
250,10250,1111,1
251,10251,1111,1
252,10252,1111,1
253,10253,1111,1
254,10254,1111,1
255,10255,1111,2
256,10256,1111,1
257,10257,1022,8
258,10258,1107,25
259,10259,1998,16
260,10260,1999,17
261,10261,1999,32
262,10262,1999,15
263,10263,1063,9
264,10264,1009,2
265,10265,1998,2
266,10266,1999,3
267,10267,1998,3
268,10268,1001,32
269,10269,1003,10
270,10270,1079,1
271,10271,1103,14
272,10272,1103,39
273,10273,1103,39
274,10274,1103,43
275,10275,1103,24
276,10276,1109,32
277,10277,1113,9
278,10278,1121,8
279,10279,1127,7
280,10280,1127,30
281,10281,1029,58
282,10282,1037,3
283,10283,1039,19
284,10284,1023,41
285,10285,1041,14
286,10286,1041,15
287,10287,1041,1
288,10288,1998,35
289,10289,1051,46
290,10290,1209,46
291,10291,1175,17
292,10292,1175,16
293,10293,1308,8
294,10294,1225,11
295,10295,1019,5
296,10296,1045,22
297,10297,1125,52
298,10298,1125,14
299,10299,1143,17
300,10300,1051,30
301,10301,1033,3
302,10302,1175,8
303,10305,1111,2
304,10307,1998,1
305,10308,1009,5
306,10309,1103,1
307,10310,1029,24
308,10311,1204,43
309,10312,1063,72
310,10313,1063,32
311,10314,1063,69
312,10315,1067,15
313,10316,1067,34
314,10317,1003,47
315,10318,1005,8
316,10319,1200,48
317,10320,1200,53
318,10321,1095,9
319,10322,1107,32
320,10323,1195,14
321,10324,1205,47
322,10325,1205,36
323,10326,1206,29
324,10327,1029,37
325,10328,1029,30
326,10329,1029,18
327,10330,1029,16
328,10331,1029,42
329,10332,1133,21
330,10333,1037,45
331,10334,1037,39
332,10335,1037,47
333,10336,1999,34
334,10337,1223,11
335,10338,1223,22
336,10339,1185,32
337,10340,1185,43
338,10341,1185,41
339,10342,1029,6
340,10343,1029,4
341,10344,1143,82
342,10345,1143,3
343,10346,1147,9
344,10347,1023,18
345,10348,1185,46
346,10349,1063,15
347,10350,1001,3
348,10351,1022,10
349,10352,1210,13
350,10353,1210,7
351,10354,1210,6
352,10355,1063,34
353,10356,1065,26
354,10357,1019,1
355,10358,1045,8
356,10359,1021,6
357,10360,1005,11
358,10362,1005,1
359,10363,1007,1
360,10364,1007,10
361,10365,1075,1
362,10366,1085,12
363,10367,1095,39
364,10368,1226,1
365,10369,1109,5
366,10370,1115,22
367,10371,1115,1
368,10372,1127,6
369,10373,1205,7
370,10374,1205,17
371,10375,1206,6
372,10377,1029,12
373,10378,1133,27
374,10379,1035,22
375,10380,1141,4
376,10381,1039,21
377,10382,1041,15
378,10383,1041,23
379,10384,1998,4
380,10385,1998,14
381,10387,1999,6
382,10388,1999,17
383,10389,1155,12
384,10390,1175,7
385,10391,1175,7
386,10392,1185,19
387,10393,1185,33
388,10394,1187,8
389,10395,1046,3
390,10396,1210,1
391,10397,1059,1
392,10398,1063,1
393,10399,1063,1
394,10400,1174,1
395,10401,1174,1
396,10402,1174,1
397,10403,1174,15
398,10404,1174,1
399,10405,1174,1
400,10406,1174,2
401,10407,1174,1
402,10408,1174,1
403,10409,1174,1
404,10410,1153,30
405,10411,1204,20
406,10412,1204,23
407,10413,1059,1
408,10414,1063,3
409,10415,1019,6
410,10416,1003,18
411,10417,1021,9
412,10418,1200,1
413,10419,1093,1
414,10420,1107,11
415,10421,1107,13
416,10422,1107,4
417,10423,1107,13
418,10424,1101,21
419,10425,1111,25
420,10426,1206,27
421,10427,1029,22
422,10428,1029,7
423,10429,1174,2
424,10430,1141,36
425,10431,1037,14
426,10432,1041,7
427,10433,1013,26
428,10434,1013,12
429,10435,1013,39
430,10437,1153,1
431,10438,1153,1
432,10439,1153,1
433,10440,1214,27
434,10441,1175,15
435,10443,1185,28
436,10444,1204,15
437,10445,1019,1
438,10446,1045,2
439,10447,1045,19
440,10448,1005,2
441,10449,1005,9
442,10450,1091,27
443,10451,1095,1
444,10452,1095,19
445,10453,1226,8
446,10454,1105,16
447,10455,1206,10
448,10456,1139,7
449,10457,1035,1
450,10458,1149,2
451,10459,1175,13
452,10460,1175,21
453,10461,1175,16
454,10462,1175,12
455,10463,1175,25
456,10464,1178,9
457,10465,1185,1
458,10466,1187,21
459,10467,1187,19
460,10468,1187,18
461,10469,1191,12
462,10470,1063,39
463,10471,1003,2
464,10472,1005,2
465,10474,1069,18
466,10475,1007,6
467,10477,1091,12
468,10478,1107,14
469,10479,1107,1
470,10480,1101,26
471,10481,1226,1
472,10482,1111,28
473,10483,1121,1
474,10484,1205,10
475,10485,1029,7
476,10487,1035,24
477,10488,1143,21
478,10489,1143,23
479,10490,1037,1
480,10491,1023,1
481,10492,1009,1
482,10493,1013,1
483,10494,1214,28
484,10495,1189,2
485,10496,1191,15
486,10497,1217,2
487,10498,1204,34
488,10499,1059,1
489,10500,1063,31
490,10501,1063,7
491,10502,1063,8
492,10503,1063,29
493,10504,1065,17
494,10505,1005,21
495,10506,1005,20
496,10507,1081,9
497,10508,1091,7
498,10509,1091,6
499,10510,1107,1
500,10511,1107,20
501,10512,1131,13
502,10513,1206,2
503,10514,1174,1
504,10515,1174,2
505,10516,1133,3
506,10517,1143,15
507,10518,1143,1
508,10519,1041,15
509,10520,1041,16
510,10521,1149,2
511,10523,1998,28
512,10524,1175,1
513,10525,1185,6
514,10526,1059,2
515,10527,1059,4
516,10528,1063,14
517,10529,1063,2
518,10530,1063,24
519,10531,1063,1
520,10533,1063,46
521,10534,1089,23
522,10535,1089,3
523,10537,1101,6
524,10538,1127,13
525,10539,1127,48
526,10540,1174,11
527,10541,1143,55
528,10542,1023,5
529,10543,1023,5
530,10544,1998,7
531,10545,1998,7
532,10546,1998,1
533,10547,1214,10
534,10548,1187,7
535,10549,1001,13
536,10550,1067,5
537,10551,1107,38
538,10552,1174,1
539,10553,1174,5
540,10554,1174,2
541,10555,1174,7
542,10556,1139,2
543,10557,1139,14
544,10559,1039,29
545,10560,1039,15
546,10561,1039,10
547,10562,1039,23
548,10563,1039,9
549,10564,1175,7
550,10565,1175,16
551,10566,1175,3
552,10567,1175,8
553,10568,1175,7
554,10569,1175,15
555,10570,1175,18
556,10571,1175,2
557,10572,1175,10
558,10573,1175,7
559,10574,1175,3
560,10575,1175,1
561,10576,1175,2
562,10577,1065,2
563,10578,1065,9
564,10579,1065,11
565,10580,1065,5
566,10581,1065,2
567,10582,1065,4
568,10583,1065,4
569,10584,1065,16
570,10585,1065,4
571,10586,1065,2
572,10587,1065,4
573,10588,1065,3
574,10589,1065,3
575,10590,1065,29
576,10591,1065,2
577,10592,1065,16
578,10593,1065,2
579,10594,1065,4
580,10595,1065,2
581,10596,1065,2
582,10597,1065,2
583,10598,1065,2
584,10599,1065,2
585,10600,1065,2
586,10601,1065,2
587,10602,1065,3
588,10603,1065,2
589,10604,1065,3
590,10605,1065,3
591,10606,1065,2
592,10608,1065,2
593,10609,1065,3
594,10610,1065,1
595,10611,1065,2
596,10612,1065,5
597,10613,1065,1
598,10614,1065,2
599,10615,1065,2
600,10616,1065,8
601,10617,1065,2
602,10618,1065,1
603,10619,1065,1
604,10620,1065,2
605,10621,1065,2
606,10622,1143,32
607,10623,1998,2
608,10624,1045,2
609,10625,1045,2
610,10626,1045,2
611,10627,1045,4
612,10628,1045,23
613,10629,1045,1
614,10630,1045,1
615,10631,1045,3
616,10632,1045,18
617,10633,1045,8
618,10634,1095,5
619,10635,1998,2
620,10636,1067,2
621,10637,1067,2
622,10638,1067,2
623,10639,1067,2
624,10640,1067,1
625,10641,1091,6
626,10642,1091,31
627,10643,1091,11
628,10644,1091,24
629,10645,1091,11
630,10646,1091,18
631,10647,1091,6
632,10648,1091,10
633,10649,1091,5
634,10650,1091,4
635,10651,1091,6
636,10652,1091,6
637,10653,1091,4
638,10654,1091,3
639,10655,1091,5
640,10656,1091,5
641,10657,1091,1
642,10658,1091,6
643,10659,1091,5
644,10660,1091,5
645,10661,1091,6
646,10662,1091,6
647,10663,1091,5
648,10664,1091,3
649,10665,1091,11
650,10666,1091,5
651,10667,1091,3
652,10668,1204,52
653,10669,1059,9
654,10670,1001,13
655,10671,1021,2
656,10672,1075,2
657,10673,1107,33
658,10674,1107,33
659,10675,1226,14
660,10676,1127,34
661,10677,1127,26
662,10678,1127,26
663,10679,1127,30
664,10680,1205,3
665,10681,1206,10
666,10682,1206,5
667,10683,1206,1
668,10684,1133,13
669,10685,1133,4
670,10686,1133,25
671,10687,1133,22
672,10688,1133,20
673,10689,1141,30
674,10690,1143,7
675,10691,1037,2
676,10692,1147,3
677,10693,1149,12
678,10694,1998,5
679,10695,1175,35
680,10696,1185,6
681,10697,1185,28
682,10698,1185,14
683,10699,1037,8
684,10700,1021,13
685,10702,1071,6
686,10703,1107,5
687,10704,1218,15
688,10705,1218,16
689,10706,1125,15
690,10708,1133,28
691,10709,1133,24
692,10710,1133,18
693,10711,1139,7
694,10712,1009,11
695,10713,1998,19
696,10714,1998,5
697,10717,1175,30
698,10718,1175,19
699,10719,1175,33
700,10720,1179,23
701,10722,1201,1
702,10723,1201,1
703,10724,1201,2
704,10725,1201,2
705,10727,1201,3
706,10728,1201,2
707,10729,1201,2
708,10730,1201,2
709,10731,1201,2
710,10732,1201,2
711,10733,1201,2
712,10734,1201,2
713,10735,1201,2
714,10736,1201,8
715,10737,1201,2
716,10738,1201,1
717,10739,1201,1
718,10740,1201,1
719,10743,1201,2
720,10744,1201,1
721,10746,1201,1
722,10747,1201,1
723,10748,1201,2
724,10749,1201,2
725,10750,1201,1
726,10751,1201,1
727,10752,1201,2
728,10754,1201,2
729,10755,1201,2
730,10757,1201,1
731,10758,1201,1
732,10759,1201,2
733,10760,1201,1
734,10761,1201,1
735,10765,1201,14
736,10766,1201,1
737,10767,1123,14
738,10768,1123,2
739,10769,1123,15
740,10770,1123,13
741,10771,1123,2
742,10772,1123,2
743,10773,1123,1
744,10774,1123,2
745,10775,1123,2
746,10776,1123,1
747,10777,1123,1
748,10778,1123,2
749,10779,1123,12
750,10780,1123,2
751,10781,1123,3
752,10783,1123,1
753,10784,1123,1
754,10785,1123,1
755,10786,1123,1
756,10788,1123,2
757,10790,1123,7
758,10791,1123,14
759,10793,1123,1
760,10794,1998,22
761,10796,1127,2
762,10797,1127,34
763,10798,1127,1
764,10800,1127,1
765,10801,1127,2
766,10802,1127,14
767,10803,1127,10
768,10804,1127,2
769,10805,1127,2
770,10806,1127,17
771,10807,1127,2
772,10808,1127,7
773,10809,1127,1
774,10810,1127,1
775,10811,1127,1
776,10812,1127,1
777,10813,1127,1
778,10814,1127,1
779,10815,1127,1
780,10816,1127,2
781,10817,1127,1
782,10818,1127,1
783,10819,1127,2
784,10820,1127,1
785,10821,1127,2
786,10822,1127,1
787,10823,1127,1
788,10824,1127,1
789,10825,1127,8
790,10826,1127,2
791,10827,1127,1
792,10828,1127,2
793,10829,1127,2
794,10830,1037,1
795,10831,1037,4
796,10832,1037,3
797,10833,1037,2
798,10834,1037,3
799,10835,1039,4
800,10836,1039,8
801,10837,1039,9
802,10838,1039,8
803,10839,1039,8
804,10840,1039,36
805,10841,1039,3
806,10842,1039,3
807,10843,1039,3
808,10844,1039,4
809,10845,1039,3
810,10846,1039,3
811,10847,1039,3
812,10848,1039,3
813,10849,1039,4
814,10850,1039,3
815,10851,1039,11
816,10852,1039,3
817,10853,1039,4
818,10854,1039,4
819,10855,1039,3
820,10856,1039,3
821,10857,1039,3
822,10858,1039,4
823,10859,1039,27
824,10860,1039,3
825,10861,1039,3
826,10862,1039,4
827,10863,1039,4
828,10864,1039,3
829,10865,1039,15
830,10866,1039,3
831,10867,1039,13
832,10868,1039,4
833,10869,1039,6
834,10870,1039,3
835,10871,1039,3
836,10872,1039,23
837,10873,1039,10
838,10874,1039,3
839,10875,1039,3
840,10876,1039,3
841,10877,1039,3
842,10878,1039,3
843,10879,1039,4
844,10880,1039,3
845,10881,1039,24
846,10882,1039,3
847,10883,1039,15
848,10884,1039,3
849,10885,1039,3
850,10886,1039,24
851,10887,1039,3
852,10888,1039,3
853,10889,1039,3
854,10890,1168,6
855,10896,1051,11
856,10898,1007,9
857,10899,1089,5
858,10900,1107,16
859,10901,1101,24
860,10902,1101,7
861,10903,1101,10
862,10904,1125,6
863,10905,1174,12
864,10906,1174,11
865,10907,1039,11
866,10908,1039,10
867,10909,1011,20
868,10910,1051,17
869,10911,1187,2
870,10912,1204,22
871,10913,1204,21
872,10914,1204,5
873,10915,1005,11
874,10916,1005,7
875,10917,1081,22
876,10918,1107,10
877,10919,1174,6
878,10920,1041,16
879,10921,1013,4
880,10923,1169,7
881,10924,1214,18
882,10925,1175,16
883,10926,1217,5
884,10927,1055,10
885,10928,1210,12
886,10929,1063,5
887,10930,1063,18
888,10931,1003,9
889,10933,1091,5
890,10934,1107,12
891,10935,1107,11
892,10936,1107,14
893,10937,1107,5
894,10938,1226,5
895,10940,1029,17
896,10941,1029,14
897,10942,1143,2
898,10943,1143,5
899,10944,1039,10
900,10945,1039,6
901,10947,1147,12
902,10948,1009,10
903,10949,1009,11
904,10950,1009,11
905,10951,1009,11
906,10952,1998,6
907,10953,1999,1
908,10954,1999,1
909,10955,1999,5
910,10958,1185,11
911,10960,1308,2
912,10961,1308,2
913,10964,1107,2
914,10965,1125,1
915,10966,1175,8
916,10967,1175,1
917,10968,1175,1
918,10969,1175,13
919,10970,1175,2
920,10971,1175,4
921,10972,1175,1
922,10973,1175,2
923,10974,1175,1
924,10975,1175,1
925,10976,1175,8
926,10977,1175,7
927,10978,1175,1
928,10979,1175,1
929,10980,1175,1
930,10981,1175,6
931,10982,1175,8
932,10983,1175,8
933,10984,1175,7
934,10985,1175,11
935,10986,1175,1
936,10987,1175,8
937,10988,1175,1
938,10989,1175,1
939,10990,1175,1
940,10991,1175,1
941,10992,1175,1
942,10993,1175,2
943,10994,1175,7
944,10995,1175,6
945,10996,1175,1
946,10997,1175,4
947,10998,1175,3
948,10999,1175,1
949,11000,1175,8
950,11001,1175,7
951,11002,1175,1
952,11003,1175,7
953,11004,1175,7
954,11005,1175,9
955,11006,1175,8
956,11007,1175,3
957,11008,1175,8
958,11009,1175,2
959,11010,1175,5
960,11011,1175,8
961,11012,1175,1
962,11013,1175,1
963,11014,1175,1
964,11015,1175,1
965,11016,1175,14
966,11017,1175,7
967,11018,1175,17
968,11019,1175,2
969,11020,1175,8
970,11021,1175,1
971,11022,1175,1
972,11023,1175,5
973,11024,1175,5
974,11025,1175,1
975,11026,1175,13
976,11027,1175,1
977,11028,1175,1
978,11029,1175,1
979,11030,1175,1
980,11031,1175,1
981,11032,1204,6
982,11033,1204,13
983,11034,1204,11
984,11035,1063,23
985,11036,1063,12
986,11037,1127,6
987,11038,1035,11
988,11039,1037,41
989,11040,1037,11
990,11041,1037,24
991,11042,1999,8
992,11043,1011,12
993,11044,1998,6
994,11045,1998,6
995,11046,1013,18
996,11047,1051,28
997,11048,1033,29
998,11049,1168,11
999,11050,1173,6
1000,11051,1173,5
1001,11052,1046,18
1002,11053,1204,2
1003,11054,1113,4
1004,11056,1169,17
1005,11057,1099,7
1006,11058,1999,1
1007,11059,1022,2
1008,11060,1022,1
1009,11061,1022,1
1010,11062,1022,1
1011,11063,1022,1
1012,11064,1022,3
1013,11065,1022,1
1014,11066,1022,1
1015,11067,1022,5
1016,11068,1022,3
1017,11069,1022,1
1018,11070,1022,1
1019,11071,1022,1
1020,11072,1022,4
1021,11073,1022,1
1022,11074,1022,1
1023,11075,1022,1
1024,11076,1022,1
1025,11077,1022,2
1026,11078,1022,1
1027,11079,1022,2
1028,11080,1022,1
1029,11081,1022,5
1030,11082,1022,2
1031,11083,1022,1
1032,11084,1022,2
1033,11085,1022,1
1034,11086,1022,2
1035,11087,1101,2
1036,11088,1039,1
1037,11089,1005,1
1038,11090,1101,2
1039,11091,1195,1
1040,11092,1147,1
1041,11093,1023,8
1042,11094,1041,1
1043,11095,1155,1
1044,11096,1177,2
1045,11097,1022,3
1046,11098,1063,2
1047,11099,1063,1
1048,11100,1063,1
1049,11101,1067,1
1050,11102,1067,2
1051,11103,1067,14
1052,11104,1067,4
1053,11105,1067,2
1054,11106,1067,2
1055,11107,1101,2
1056,11108,1101,3
1057,11109,1101,4
1058,11110,1101,4
1059,11111,1101,1
1060,11112,1101,8
1061,11113,1101,2
1062,11114,1101,3
1063,11115,1101,1
1064,11116,1101,3
1065,11117,1101,3
1066,11118,1101,1
1067,11119,1101,4
1068,11120,1101,4
1069,11121,1101,2
1070,11122,1101,5
1071,11123,1101,2
1072,11124,1101,3
1073,11125,1101,2
1074,11126,1127,4
1075,11127,1143,2
1076,11128,1143,8
1077,11129,1143,3
1078,11130,1143,4
1079,11131,1143,7
1080,11132,1023,5
1081,11133,1023,19
1082,11134,1023,2
1083,11135,1023,4
1084,11136,1999,2
1085,11137,1999,3
1086,11138,1999,1
1087,11139,1051,2
1088,11140,1051,4
1089,11141,1051,4
1090,11142,1175,5
1091,11143,1175,30
1092,11144,1175,6
1093,11145,1185,11
1094,11146,1185,4
1095,11147,1187,10
1096,11148,1204,8
1097,11149,1204,2
1098,11150,1204,2
1099,11151,1204,1
1100,11152,1204,2
1101,11153,1063,2
1102,11154,1063,1
1103,11155,1063,2
1104,11156,1063,1
1105,11157,1063,1
1106,11158,1063,2
1107,11159,1019,1
1108,11160,1019,2
