,person_id,entity_id,number
1109,11161,1021,2
1110,11162,1089,9
1111,11163,1089,21
1112,11164,1174,1
1113,11166,1174,1
1114,11167,1174,1
1115,11168,1174,3
1116,11169,1174,1
1117,11170,1174,1
1118,11171,1174,9
1119,11172,1174,1
1120,11173,1174,1
1121,11174,1174,1
1122,11175,1139,1
1123,11176,1037,3
1124,11177,1037,14
1125,11178,1023,5
1126,11179,1023,1
1127,11180,1998,7
1128,11181,1998,6
1129,11182,1013,1
1130,11183,1175,12
1131,11184,1175,1
1132,11185,1187,2
1133,11186,1061,2
1134,11187,1065,7
1135,11188,1003,8
1136,11189,1021,7
1137,11190,1007,8
1138,11191,1107,7
1139,11192,1107,7
1140,11193,1107,7
1141,11194,1107,12
1142,11195,1099,5
1143,11196,1127,2
1144,11197,1206,7
1145,11198,1174,6
1146,11199,1133,8
1147,11200,1143,11
1148,11201,1037,7
1149,11202,1041,7
1150,11203,1041,7
1151,11204,1041,7
1152,11205,1041,7
1153,11206,1041,7
1154,11207,1009,1
1155,11208,1009,7
1156,11209,1998,7
1157,11210,1998,7
1158,11211,1013,11
1159,11212,1033,7
1160,11213,1175,7
1161,11214,1187,12
1162,11215,1061,1
1163,11216,1071,1
1164,11218,1206,1
1165,11220,1174,2
1166,11221,1023,8
1167,11223,1998,1
1168,11225,1214,14
1169,11226,1210,12
1170,11227,1210,13
1171,11228,1063,13
1172,11229,1063,13
1173,11231,1021,12
1174,11232,1081,11
1175,11233,1095,13
1176,11234,1107,19
1177,11235,1115,1
1178,11236,1205,14
1179,11239,1133,7
1180,11240,1133,23
1181,11241,1037,32
1182,11242,1009,13
1183,11243,1011,6
1184,11243,1999,7
1185,11244,1175,7
1186,11245,1185,14
1187,11246,1185,14
1188,11247,1189,13
1189,11248,1191,7
1190,11249,1191,7
1191,11250,1191,7
1192,11252,1191,7
1193,11253,1046,7
1194,11254,1143,1
1195,11255,1143,1
1196,11256,1045,2
1197,11257,1045,2
1198,11258,1089,10
1199,11259,1089,1
1200,11260,1089,2
1201,11261,1089,1
1202,11262,1089,2
1203,11263,1089,2
1204,11264,1089,1
1205,11265,1089,1
1206,11266,1101,2
1207,11267,1125,2
1208,11268,1125,2
1209,11269,1125,2
1210,11270,1125,1
1211,11271,1174,1
1212,11272,1174,1
1213,11273,1174,1
1214,11274,1174,1
1215,11275,1174,7
1216,11276,1174,1
1217,11277,1174,2
1218,11278,1174,1
1219,11279,1174,1
1220,11280,1174,1
1221,11281,1174,1
1222,11282,1174,1
1223,11283,1174,1
1224,11284,1174,1
1225,11285,1174,1
1226,11286,1139,4
1227,11287,1143,1
1228,11288,1037,7
1229,11289,1037,12
1230,11290,1037,12
1231,11291,1037,1
1232,11292,1023,4
1233,11293,1023,2
1234,11294,1023,2
1235,11295,1175,2
1236,11296,1175,2
1237,11297,1175,1
1238,11298,1187,3
1239,11299,1187,2
1240,11300,1187,2
1241,11302,1204,8
1242,11303,1204,7
1243,11304,1204,8
1244,11305,1204,13
1245,11306,1059,9
1246,11307,1067,5
1247,11308,1095,9
1248,11309,1107,7
1249,11311,1107,15
1250,11312,1107,7
1251,11313,1101,7
1252,11314,1029,1
1253,11315,1174,7
1254,11316,1174,18
1255,11317,1174,7
1256,11318,1174,7
1257,11319,1174,7
1258,11320,1174,7
1259,11321,1133,10
1260,11322,1037,20
1261,11323,1037,29
1262,11324,1037,26
1263,11325,1023,9
1264,11326,1041,7
1265,11327,1041,7
1266,11328,1041,7
1267,11329,1998,7
1268,11331,1148,7
1269,11333,1175,7
1270,11334,1175,6
1271,11335,1175,7
1272,11336,1175,6
1273,11337,1175,7
1274,11338,1175,11
1275,11339,1204,13
1276,11340,1204,13
1277,11341,1029,7
1278,11342,1143,8
1279,11343,1143,7
1280,11344,1191,13
1281,11345,1191,12
1282,11346,1191,14
1283,11347,1143,2
1284,11349,1210,11
1285,11350,1063,7
1286,11351,1063,5
1287,11352,1005,6
1288,11353,1091,10
1289,11354,1095,7
1290,11355,1107,6
1291,11356,1107,5
1292,11357,1104,6
1293,11358,1104,6
1294,11359,1104,6
1295,11360,1104,5
1296,11362,1226,6
1297,11364,1123,1
1298,11365,1123,7
1299,11366,1123,7
1300,11367,1123,3
1301,11368,1206,23
1302,11369,1998,6
1303,11370,1998,6
1304,11371,1013,4
1305,11372,1013,6
1306,11373,1013,6
1307,11374,1013,6
1308,11375,1013,7
1309,11376,1013,6
1310,11377,1013,7
1311,11378,1013,1
1312,11379,1013,5
1313,11380,1013,6
1314,11381,1013,5
1315,11384,1175,6
1316,11385,1179,1
1317,11386,1179,1
1318,11387,1179,4
1319,11388,1179,8
1320,11389,1185,7
1321,11390,1191,7
1322,11391,1191,7
1323,11392,1191,4
1324,11393,1191,6
1325,11394,1191,5
1326,11395,1191,6
1327,11396,1191,6
1328,11397,1191,6
1329,11398,1191,6
1330,11399,1045,7
1331,11400,1005,7
1332,11401,1206,6
1333,11402,1029,6
1334,11403,1035,6
1335,11404,1041,18
1336,11405,1009,5
1337,11406,1009,18
1338,11407,1009,1
1339,11408,1175,6
1340,11409,1175,6
1341,11410,1175,11
1342,11412,1063,6
1343,11413,1003,6
1344,11414,1005,6
1345,11415,1005,4
1346,11417,1005,16
1347,11419,1095,6
1348,11420,1109,6
1349,11421,1109,6
1350,11422,1109,12
1351,11423,1109,12
1352,11424,1125,5
1353,11425,1029,17
1354,11426,1029,16
1355,11427,1023,6
1356,11429,1999,7
1357,11430,1041,6
1358,11431,1013,6
1359,11432,1165,6
1360,11433,1191,6
1361,11434,1191,6
1362,11435,1191,12
1363,11436,1093,10
1364,11437,1127,8
1365,11438,1003,5
1366,11440,1998,1
1367,11441,1998,4
1368,11442,1111,1
1369,11443,1174,1
1370,11444,1023,4
1371,11445,1998,7
1372,11446,1998,1
1373,11447,1051,3
1374,11448,1051,2
1375,11449,1187,2
1376,11450,1204,1
1377,11451,1063,2
1378,11452,1063,3
1379,11453,1021,7
1380,11454,1085,1
1381,11455,1109,1
1382,11457,1037,3
1383,11458,1051,2
1384,11459,1101,3
1385,11460,1023,3
1386,11461,1187,3
1387,11462,1187,3
1388,11463,1005,1
1389,11464,1007,1
1390,11465,1139,1
1391,11466,1041,6
1392,11467,1998,1
1393,11468,1998,1
1394,11469,1998,1
1395,11470,1998,1
1396,11471,1133,1
1397,11472,1133,1
1398,11473,1133,1
1399,11474,1133,1
1400,11475,1133,1
1401,11476,1133,1
1402,11477,1133,1
1403,11478,1133,1
1404,11479,1133,2
1405,11480,1133,1
1406,11481,1133,2
1407,11482,1133,1
1408,11483,1133,2
1409,11484,1133,1
1410,11485,1133,6
1411,11486,1133,1
1412,11487,1133,1
1413,11488,1133,1
1414,11489,1133,6
1415,11490,1133,1
1416,11491,1133,1
1417,11492,1133,1
1418,11493,1133,1
1419,11494,1133,1
1420,11495,1133,1
1421,11496,1133,1
1422,11497,1133,2
1423,11498,1133,1
1424,11499,1133,2
1425,11500,1133,1
1426,11501,1133,1
1427,11502,1133,1
1428,11503,1133,1
1429,11504,1133,1
1430,11505,1133,2
1431,11506,1133,1
1432,11507,1998,6
1433,11508,1055,1
1434,11509,1225,1
1435,11510,1225,1
1436,11511,1225,1
1437,11512,1225,1
1438,11513,1225,1
1439,11514,1225,1
1440,11515,1225,1
1441,11516,1225,1
1442,11517,1225,1
1443,11518,1225,1
1444,11519,1225,1
1445,11520,1225,1
1446,11521,1022,1
1447,11522,1022,1
1448,11523,1022,1
1449,11524,1022,1
1450,11525,1022,1
1451,11526,1022,1
1452,11527,1022,1
1453,11528,1022,1
1454,11529,1022,1
1455,11530,1022,1
1456,11531,1022,1
1457,11532,1022,1
1458,11533,1022,1
1459,11534,1022,1
1460,11537,1204,1
1461,11538,1204,1
1462,11539,1204,1
1463,11540,1204,1
1464,11541,1059,1
1465,11542,1059,1
1466,11543,1059,1
1467,11544,1059,1
1468,11545,1061,1
1469,11546,1061,1
1470,11547,1063,1
1471,11548,1063,1
1472,11549,1063,1
1473,11550,1063,1
1474,11551,1063,1
1475,11552,1063,1
1476,11553,1063,1
1477,11554,1001,1
1478,11555,1001,1
1479,11556,1001,1
1480,11557,1001,1
1481,11558,1001,1
1482,11559,1001,1
1483,11560,1001,1
1484,11561,1001,1
1485,11562,1001,1
1486,11563,1001,1
1487,11564,1001,1
1488,11565,1001,1
1489,11566,1001,1
1490,11567,1001,1
1491,11568,1065,1
1492,11569,1019,1
1493,11570,1019,1
1494,11571,1019,1
1495,11572,1019,1
1496,11573,1019,1
1497,11574,1019,1
1498,11575,1019,1
1499,11576,1067,1
1500,11577,1067,1
1501,11578,1067,1
1502,11579,1067,1
1503,11580,1003,1
1504,11581,1003,1
1505,11582,1003,1
1506,11583,1021,1
1507,11584,1021,1
1508,11585,1021,1
1509,11586,1021,1
1510,11587,1021,1
1511,11588,1021,1
1512,11589,1021,1
1513,11590,1021,1
1514,11591,1021,1
1515,11592,1021,1
1516,11593,1021,1
1517,11594,1005,1
1518,11595,1005,1
1519,11596,1005,1
1520,11597,1005,1
1521,11598,1005,1
1522,11599,1005,1
1523,11600,1005,1
1524,11601,1005,1
1525,11602,1005,1
1526,11603,1005,1
1527,11604,1005,1
1528,11605,1005,1
1529,11606,1005,1
1530,11607,1005,1
1531,11608,1005,1
1532,11610,1200,1
1533,11611,1069,1
1534,11612,1069,1
1535,11613,1069,1
1536,11614,1069,1
1537,11615,1069,1
1538,11616,1071,1
1539,11617,1071,1
1540,11618,1007,1
1541,11619,1007,1
1542,11620,1007,1
1543,11621,1007,1
1544,11622,1007,1
1545,11623,1007,1
1546,11624,1007,1
1547,11625,1007,1
1548,11626,1007,1
1549,11627,1007,1
1550,11628,1007,1
1551,11629,1007,1
1552,11630,1073,1
1553,11631,1073,1
1554,11632,1073,1
1555,11633,1073,1
1556,11634,1073,1
1557,11635,1073,1
1558,11636,1075,1
1559,11637,1075,1
1560,11638,1075,1
1561,11639,1075,1
1562,11640,1081,1
1563,11641,1085,1
1564,11642,1085,1
1565,11643,1085,1
1566,11644,1089,2
1567,11645,1089,1
1568,11646,1089,2
1569,11647,1091,1
1570,11648,1095,1
1571,11649,1107,1
1572,11650,1107,1
1573,11651,1107,1
1574,11652,1097,1
1575,11653,1097,1
1576,11654,1097,1
1577,11655,1097,1
1578,11656,1099,1
1579,11657,1099,1
1580,11658,1101,1
1581,11659,1101,1
1582,11660,1101,1
1583,11661,1101,1
1584,11662,1101,1
1585,11663,1103,1
1586,11664,1103,1
1587,11665,1103,1
1588,11666,1103,1
1589,11667,1103,1
1590,11668,1103,1
1591,11669,1104,1
1592,11670,1104,1
1593,11671,1226,1
1594,11672,1226,1
1595,11673,1226,1
1596,11674,1105,1
1597,11675,1105,1
1598,11676,1105,1
1599,11677,1105,1
1600,11678,1109,1
1601,11679,1109,1
1602,11680,1111,1
1603,11681,1111,1
1604,11682,1111,1
1605,11683,1111,1
1606,11684,1111,1
1607,11685,1111,1
1608,11686,1111,1
1609,11687,1113,1
1610,11688,1113,1
1611,11689,1113,1
1612,11690,1113,1
1613,11691,1115,1
1614,11692,1115,1
1615,11693,1115,1
1616,11694,1115,1
1617,11695,1115,1
1618,11696,1201,1
1619,11697,1121,1
1620,11698,1121,1
1621,11699,1121,1
1622,11700,1121,1
1623,11701,1121,1
1624,11702,1123,1
1625,11703,1123,2
1626,11704,1123,2
1627,11705,1125,1
1628,11706,1125,1
1629,11707,1127,1
1630,11708,1206,1
1631,11709,1206,1
1632,11710,1206,1
1633,11711,1206,1
1634,11712,1206,1
1635,11713,1206,2
1636,11714,1206,1
1637,11715,1206,1
1638,11716,1029,1
1639,11717,1029,1
1640,11718,1029,1
1641,11719,1029,1
1642,11720,1029,1
1643,11721,1029,1
1644,11722,1029,1
1645,11723,1029,1
1646,11724,1174,1
1647,11725,1174,1
1648,11726,1174,1
1649,11727,1174,1
1650,11728,1174,1
1651,11729,1174,1
1652,11730,1174,1
1653,11731,1035,1
1654,11732,1035,1
1655,11733,1141,1
1656,11734,1141,1
1657,11735,1141,1
1658,11736,1141,1
1659,11737,1141,1
1660,11738,1143,1
1661,11739,1037,2
1662,11740,1037,3
1663,11741,1037,2
1664,11742,1037,1
1665,11743,1037,2
1666,11744,1147,1
1667,11745,1147,1
1668,11746,1023,1
1669,11747,1023,1
1670,11748,1023,1
1671,11749,1023,1
1672,11750,1999,1
1673,11751,1999,1
1674,11752,1999,1
1675,11753,1999,1
1676,11754,1999,1
1677,11755,1999,1
1678,11756,1999,1
1679,11757,1999,1
1680,11758,1999,1
1681,11759,1999,1
1682,11760,1999,1
1683,11761,1999,1
1684,11762,1999,1
1685,11763,1999,1
1686,11764,1999,1
1687,11765,1999,1
1688,11766,1999,1
1689,11767,1999,1
1690,11768,1999,1
1691,11769,1999,1
1692,11770,1041,1
1693,11771,1041,1
1694,11772,1041,1
1695,11773,1041,1
1696,11774,1041,1
1697,11775,1041,1
1698,11776,1041,1
1699,11777,1041,1
1700,11778,1041,1
1701,11779,1041,1
1702,11780,1041,1
1703,11781,1009,1
1704,11782,1009,1
1705,11783,1009,1
1706,11784,1009,1
1707,11785,1009,1
1708,11786,1009,1
1709,11787,1009,1
1710,11788,1009,1
1711,11789,1009,1
1712,11790,1009,1
1713,11791,1009,1
1714,11792,1009,1
1715,11793,1009,1
1716,11794,1998,1
1717,11795,1998,1
1718,11796,1998,1
1719,11797,1998,1
1720,11798,1998,1
1721,11799,1998,1
1722,11800,1998,1
1723,11801,1998,1
1724,11802,1998,1
1725,11803,1998,1
1726,11804,1998,1
1727,11805,1998,1
1728,11806,1998,1
1729,11807,1998,1
1730,11808,1998,1
1731,11809,1998,1
1732,11810,1998,1
1733,11811,1998,1
1734,11812,1998,1
1735,11813,1998,1
1736,11814,1998,1
1737,11815,1998,1
1738,11816,1998,1
1739,11817,1998,1
1740,11818,1998,1
1741,11819,1013,1
1742,11820,1013,1
1743,11821,1013,1
1744,11822,1013,1
1745,11823,1013,1
1746,11824,1013,1
1747,11825,1013,1
1748,11826,1013,1
1749,11827,1013,1
1750,11828,1013,1
1751,11829,1013,1
1752,11830,1051,1
1753,11831,1153,1
1754,11832,1153,1
1755,11833,1148,1
1756,11834,1155,1
1757,11835,1155,1
1758,11836,1209,1
1759,11837,1209,1
1760,11838,1209,1
1761,11839,1209,1
1762,11840,1033,1
1763,11841,1033,1
1764,11842,1033,1
1765,11843,1033,1
1766,11844,1033,1
1767,11845,1033,1
1768,11846,1033,1
1769,11847,1033,1
1770,11848,1165,1
1771,11849,1165,1
1772,11850,1165,1
1773,11851,1168,1
1774,11852,1168,1
1775,11853,1214,1
1776,11854,1214,1
1777,11855,1175,1
1778,11856,1175,1
1779,11857,1175,1
1780,11858,1175,1
1781,11859,1177,1
1782,11860,1178,1
1783,11861,1178,1
1784,11862,1178,1
1785,11863,1185,2
1786,11864,1187,1
1787,11865,1187,1
1788,11866,1187,1
1789,11867,1063,7
1790,11868,1063,1
1791,11869,1063,2
1792,11870,1063,6
1793,11871,1063,1
1794,11872,1063,4
1795,11873,1063,1
1796,11874,1063,1
1797,11875,1063,1
1798,11876,1063,1
1799,11877,1063,1
1800,11878,1063,1
1801,11879,1063,1
1802,11880,1063,1
1803,11881,1063,1
1804,11882,1063,1
1805,11883,1065,3
1806,11884,1065,2
1807,11885,1065,1
1808,11886,1065,3
1809,11887,1065,3
1810,11888,1065,2
1811,11889,1065,3
1812,11890,1065,3
1813,11891,1065,1
1814,11892,1065,1
1815,11893,1065,1
1816,11894,1065,2
1817,11895,1095,9
1818,11896,1175,5
1819,11897,1059,2
1820,11898,1059,2
1821,11899,1059,2
1822,11900,1101,2
1823,11901,1139,5
1824,11902,1023,2
1825,11903,1023,4
1826,11904,1023,2
1827,11905,1023,2
1828,11906,1023,2
1829,11907,1023,2
1830,11908,1023,2
1831,11909,1023,2
1832,11910,1023,2
1833,11911,1023,1
1834,11912,1023,2
1835,11913,1023,1
1836,11914,1023,1
1837,11915,1023,1
1838,11916,1023,1
1839,11917,1023,2
1840,11918,1023,1
1841,11919,1023,1
1842,11920,1023,1
1843,11921,1023,1
1844,11922,1023,1
1845,11923,1023,1
1846,11924,1023,1
1847,11925,1023,1
1848,11926,1023,1
1849,11927,1023,2
1850,11928,1023,2
1851,11929,1023,2
1852,11930,1023,2
1853,11931,1023,1
1854,11932,1023,1
1855,11933,1023,2
1856,11934,1023,1
1857,11935,1023,1
1858,11936,1023,2
1859,11937,1022,2
1860,11938,1999,3
1861,11939,1998,2
1862,11940,1209,8
1863,11941,1022,1
1864,11942,1022,1
1865,11943,1022,1
1866,11944,1204,1
1867,11945,1195,2
1868,11946,1029,1
1869,11947,1035,1
1870,11948,1039,2
1871,11949,1155,1
1872,11951,1019,4
1873,11953,1206,1
1874,11954,1067,2
1875,11956,1019,1
1876,11958,1067,1
1877,11959,1067,1
1878,11960,1067,1
1879,11961,1067,1
1880,11962,1067,1
1881,11963,1067,1
1882,11964,1067,1
1883,11965,1067,1
1884,11966,1067,1
1885,11967,1067,1
1886,11968,1067,1
1887,11969,1067,1
1888,11970,1067,1
1889,11971,1067,1
1890,11972,1067,1
1891,11973,1067,1
1892,11974,1067,1
1893,11975,1067,1
1894,11976,1067,1
1895,11977,1067,1
1896,11978,1067,1
1897,11979,1067,1
1898,11980,1067,1
1899,11981,1067,2
1900,11982,1067,1
1901,11983,1999,1
1902,11984,1999,1
1903,11985,1051,2
1904,11986,1187,1
1905,11987,1059,1
1906,11988,1059,1
1907,11989,1059,1
1908,11990,1059,1
1909,11991,1059,1
1910,11992,1059,1
1911,11993,1059,1
1912,11994,1059,1
1913,11995,1059,1
1914,11996,1045,2
1915,11997,1101,1
1916,11998,1107,1
1917,11999,1107,3
1918,12000,1107,1
1919,12001,1998,1
1920,12002,1063,1
1921,12003,1105,1
1922,12004,1013,6
1923,12005,1185,7
1924,12006,1005,2
1925,12008,1107,1
1926,12009,1115,5
1927,12010,1175,2
1928,12012,1185,4
1929,12013,1005,3
1930,12014,1019,3
1931,12015,1005,3
1932,12016,1005,3
1933,12017,1115,3
1934,12018,1174,3
1935,12019,1214,4
1936,12020,1045,1
1937,12021,1045,1
1938,12023,1045,1
1939,12024,1045,1
1940,12025,1045,1
1941,12026,1045,1
1942,12027,1045,1
1943,12028,1069,1
1944,12029,1101,5
1945,12030,1999,3
1946,12032,1051,7
1947,12033,1089,8
1948,12034,1089,6
1949,12035,1051,3
1950,12036,1185,1
1951,12037,1143,3
1952,12038,1037,2
1953,12040,1127,1
1954,12041,1095,1
1955,12042,1039,1
1956,12043,1065,1
1957,12044,1206,1
1958,12045,1037,1
1959,12046,1998,1
1960,12047,1023,1
1961,12049,1005,5
1962,12050,1005,4
1963,12052,1041,5
1964,12053,1005,1
1965,12054,1139,5
1966,12055,1125,5
1967,12056,1206,5
1968,12057,1206,5
1969,12058,1037,5
1970,12059,1037,1
1971,12060,1037,2
1972,12062,1041,5
1973,12064,1998,4
1974,12065,1998,5
1975,12068,1065,1
1976,12072,1065,1
1977,12073,1065,1
1978,12074,1065,1
1979,12075,1065,1
1980,12076,1065,1
1981,12077,1065,1
1982,12078,1065,1
1983,12079,1065,1
1984,12080,1065,1
1985,12081,1065,1
1986,12082,1045,1
1987,12083,1045,1
1988,12084,1045,1
1989,12085,1089,1
1990,12086,1089,1
1991,12087,1089,1
1992,12088,1089,1
1993,12089,1089,1
1994,12090,1089,1
1995,12091,1089,1
1996,12094,1089,1
1997,12100,1089,1
1998,12101,1089,1
1999,12102,1089,1
2000,12103,1089,1
2001,12104,1089,1
2002,12105,1089,1
2003,12107,1089,1
2004,12108,1089,1
2005,12109,1089,1
2006,12111,1089,1
2007,12112,1089,1
2008,12113,1089,1
2009,12114,1089,1
2010,12115,1089,1
2011,12117,1089,1
2012,12119,1089,1
2013,12120,1089,1
2014,12122,1089,1
2015,12126,1089,1
2016,12127,1089,1
2017,12128,1089,1
2018,12130,1123,1
2019,12131,1091,1
2020,12132,1091,1
2021,12133,1091,1
2022,12134,1091,1
2023,12135,1091,1
2024,12136,1091,1
2025,12137,1091,1
2026,12138,1091,1
2027,12139,1091,1
2028,12140,1091,1
2029,12141,1091,1
2030,12142,1091,1
2031,12143,1091,1
2032,12144,1091,1
2033,12145,1091,1
2034,12146,1091,1
2035,12147,1091,1
2036,12148,1091,1
2037,12150,1201,1
2038,12151,1201,1
2039,12156,1123,1
2040,12157,1123,1
2041,12162,1123,1
2042,12166,1123,1
2043,12169,1123,1
2044,12171,1123,1
2045,12173,1123,1
2046,12174,1123,1
2047,12180,1123,1
2048,12181,1123,1
2049,12182,1127,1
2050,12183,1127,1
2051,12184,1127,1
2052,12185,1127,1
2053,12186,1127,1
2054,12187,1127,1
2055,12188,1127,1
2056,12189,1127,1
2057,12191,1037,1
2058,12192,1037,1
2059,12193,1037,1
2060,12195,1037,1
2061,12196,1037,1
2062,12197,1037,1
2063,12198,1037,2
2064,12199,1037,2
2065,12200,1037,1
2066,12202,1037,1
2067,12203,1037,2
2068,12204,1037,1
2069,12205,1037,2
2070,12208,1037,1
2071,12210,1037,1
2072,12211,1037,2
2073,12212,1037,1
2074,12213,1037,2
2075,12214,1037,2
2076,12215,1037,1
2077,12216,1037,1
2078,12217,1037,1
2079,12218,1037,1
2080,12219,1037,1
2081,12220,1037,1
2082,12221,1037,1
2083,12222,1037,1
2084,12223,1037,1
2085,12224,1037,1
2086,12225,1051,1
2087,12226,1063,1
2088,12229,1185,1
2089,12230,1185,1
2090,12231,1185,1
2091,12232,1185,1
2092,12233,1185,1
2093,12234,1185,1
2094,12235,1185,1
2095,12236,1185,1
2096,12237,1185,1
2097,12238,1185,1
2098,12239,1185,2
2099,12240,1185,1
2100,12241,1185,1
2101,12242,1185,1
2102,12243,1185,1
2103,12248,1185,1
2104,12249,1185,1
2105,12250,1185,1
2106,12252,1185,1
2107,12256,1185,1
2108,12257,1185,1
2109,12260,1185,1
2110,12262,1185,1
2111,12267,1185,1
2112,12268,1185,1
2113,12270,1185,1
2114,12276,1185,1
2115,12279,1185,1
2116,12280,1185,1
2117,12281,1185,1
2118,12282,1185,1
2119,12283,1185,1
2120,12285,1185,1
2121,12287,1185,1
2122,12288,1185,1
2123,12294,1185,1
2124,12297,1185,1
2125,12298,1185,1
2126,12301,1185,1
2127,12302,1185,1
2128,12303,1998,1
2129,12304,1998,1
2130,12305,1998,1
2131,12306,1998,1
2132,12307,1998,1
2133,12308,1214,1
2134,12309,1214,1
2135,12310,1214,1
2136,12311,1214,1
2137,12312,1214,1
2138,12313,1214,1
2139,12314,1214,1
2140,12315,1214,1
2141,12316,1214,1
2142,12317,1214,1
2143,12318,1214,1
2144,12319,1214,1
2145,12320,1214,1
2146,12321,1214,1
2147,12322,1214,1
2148,12323,1214,1
2149,12324,1214,1
2150,12325,1214,1
2151,12326,1214,1
2152,12327,1214,1
2153,12328,1214,1
2154,12329,1214,1
2155,12330,1214,1
2156,12331,1214,1
2157,12332,1214,1
2158,12333,1214,1
2159,12334,1214,1
2160,12335,1214,1
2161,12336,1214,1
2162,12337,1214,1
2163,12338,1214,1
2164,12339,1214,1
2165,12340,1214,1
2166,12341,1214,1
2167,12342,1214,1
2168,12343,1214,1
2169,12344,1214,1
2170,12345,1214,1
2171,12346,1214,1
2172,12347,1214,1
2173,12348,1214,1
2174,12349,1045,19
